movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
Margaret,2009,14000000,47185,576107,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,149,0,TV Movie|Comedy|Drama|Romance,tt1230150,en,"A detailed and compelling portrait of one of the most formidable characters in British politics as she faces her final days in power. The year is 1990 and Margaret Thatcher's support within the government is wavering - her hold on the premiership hangs in the balance. Then, long-serving politician Sir Geoffrey Howe resigns over Thatcher's attitude to Europe. His resignation speech sparks a chain of events that leads to the overthrow of Britain's first woman prime minister. This modern dramatic tragedy illustrates the strengths and fatal flaws of this iconic woman more clearly than ever before and reveals how the very aspects of her character that helped her secure power are the ones that ensured her downfall. Drama starring Lindsay Duncan.",0.205649,British Broadcasting Corporation (BBC),United Kingdom,26/03/2009,0,113,none,,0,0,none,0,Lindsay Duncan,1,Ian McDiarmid,2,Roger Allam,2,Kevin McNally,2,James Kent,2,none,none,none
My Soul to Take,2010,25000000,14744435,1983035,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,107,25000000,Drama|Horror|Mystery|Thriller,tt0872230,en,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,0.512428,Relativity Media,United States of America,8/10/2010,19829957,107,English,Only One Has The Power To Save Their Souls,5.2,132,Max Thieriot,2,John Magaro,2,Denzel Whitaker,2,Zena Grey,1,Nick Lashaway,2,Wes Craven,2,Wes Craven,none,none
Dylan Dog: Dead of Night,2010,20000000,1186538,4907187,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,107,20000000,Action|Comedy|Horror|Mystery|Science Fiction|Thriller,tt1013860,en,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",0.674151,Hyde Park Films,United States of America,16/03/2011,4634062,107,English,No pulse? No problem,4.6,121,Brandon Routh,2,Peter Stormare,2,Sam Huntington,0,Taye Diggs,2,Anita Briem,1,Kevin Munroe,2,none,none,none
Flipped,2010,14000000,1755212,2534781,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,90,14000000,Romance|Drama,tt0817177,en,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",2.286195,Reiner / Greisman Productions,United States of America,6/8/2010,1755212,89,English,You never forget your first love.,7.4,391,Madeline Carroll,1,Callan McAuliffe,2,Rebecca De Mornay,1,Anthony Edwards,2,John Mahoney,2,Rob Reiner,2,Rob Reiner,Rob Reiner,Robert Leighton
Soul Surfer,2010,18000000,43853424,3305228,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,106,18000000,Action|Drama,tt1596346,en,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",1.985441,Mandalay Pictures,United States of America,8/4/2011,47088990,106,English,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.8,317,AnnaSophia Robb,1,Helen Hunt,1,Lorraine Nicholson,1,Carrie Underwood,1,Dennis Quaid,2,Sean McNamara,2,none,Sean McNamara,none
Logan,2016,127000000,226277068,389300000,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,135,135000,Comedy|Drama|Family,tt1483010,en,"""Logan"" is a story about two teenage brothers, Tyler and Logan. Logan, the younger of the two, has got his mind set on a seemingly impossible project which turns out to be much harder than he could ever imagine. At the turn of an unexpected tragedy, the brothers' relationship is altered forever and Tyler is challenged to do whatever it takes to see his little brother's project succeed, even if that means risking it all.",0.070329,logan films,United States of America,10/9/2010,10474,94,English,A Beacon of Light in a World of Selfishness,5.3,2,Leo Howard,2,Patrick Probst,2,Booboo Stewart,0,Abigail Isom,1,Nicole Cummins,1,Kyle Lawrence,2,Nils Allen Stewart,none,none
Devil,2010,10000000,33679655,29674459,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,80,10000000,Horror|Mystery|Thriller,tt1314655,en,A group of people trapped in a elevator realizes that the devil is among them.,1.795696,Universal Pictures,United States of America,13/01/2010,33583175,80,Español,Bad Things Happen For A Reason,5.8,758,Chris Messina,2,Jacob Vargas,2,Bojana NovakoviÄ‡,0,Logan Marshall-Green,2,Bokeem Woodbine,2,John Erick Dowdle,0,Sam Mercer,Brian Nelson,Elliot Greenberg
127 Hours,2010,18000000,18335230,41881941,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,93,18000000,Adventure|Drama|Thriller,tt1542344,en,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,4.051879,Fox Searchlight Pictures,United Kingdom,5/11/2010,35692920,94,English,There is no force more powerful than the will to live.,7,2434,James Franco,2,Kate Mara,1,Amber Tamblyn,1,ClÃ©mence PoÃ©sy,1,Lizzy Caplan,1,Danny Boyle,2,Danny Boyle,Danny Boyle,Jon Harris
Black Swan,2010,13000000,106954678,224312032,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108,13000000,Drama|Thriller,tt0947798,en,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",8.003803,Fox Searchlight Pictures,United States of America,2/12/2010,327803731,108,English,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",7.3,4031,Natalie Portman,1,Mila Kunis,1,Vincent Cassel,2,Barbara Hershey,1,Winona Ryder,1,Darren Aronofsky,2,Scott Franklin,Mark Heyman,Andrew Weisblum
LOL,2011,11000000,0,10431506,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,97,0,Drama|Comedy|Romance,tt0462392,en,The relationships of three men are examined through their use of technology.,0.069303,none,none,13/03/2006,0,81,English,,6.6,8,Joe Swanberg,0,Greta Gerwig,1,Tipper Newton,1,none,0,none,0,Joe Swanberg,0,none,none,none
The Dilemma,2010,70000000,48475290,22071575,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110,70000000,Comedy|Drama,tt1578275,en,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",1.01282,Imagine Entertainment,United States of America,13/01/2011,67112664,111,English,Two best friends. Nothing could come between them... or could it?,5.2,288,none,0,Vince Vaughn,2,Jennifer Connelly,1,none,0,Queen Latifah,1,Ron Howard,2,Brian Grazer,none,Daniel P. Hanley
Hereafter,2010,50000000,32746941,72500000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,129,50000000,Drama|Fantasy,tt1212419,en,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",1.481797,Amblin Entertainment,United States of America,15/10/2010,105197635,129,English,Touched by death. Changed by life.,5.8,472,Matt Damon,2,Bryce Dallas Howard,1,George McLaren,2,Thierry Neuvic,2,Cyndi Mayo Davis,0,Clint Eastwood,2,none,Peter Morgan,none
The Tempest,2010,20000000,277943,0,PG-13,Historical Fiction,Based on Play,Live Action,Drama,0,109,20000000,Drama|Fantasy,tt1274300,en,"An adaptation of the play by William Shakespeare. Prospera (a female version of Shakespeare's Prospero) is the usurped ruler of Milan who has been banished to a mysterious island with her daughter. Using her magical powers, she draws her enemies to the island to exact her revenge.",0.878831,Miramax Films,United States of America,10/12/2010,346594,110,English,,6,29,Helen Mirren,1,Felicity Jones,1,Reeve Carney,2,David Strathairn,2,Tom Conti,0,Julie Taymor,1,Julie Taymor,Julie Taymor,FranÃ§oise Bonnot
The Gambler,2014,25000000,33680992,5037039,R,Contemporary Fiction,Remake,Live Action,Drama,0,111,0,Drama|Crime,tt0071532,en,New York City English professor Axel Freed outwardly seems like an upstanding citizen. But privately Freed is in the clutches of a severe gambling addiction that threatens to destroy him.,0.148944,Paramount Pictures,United States of America,2/10/1974,0,111,English,"For $10,000 they break your arms. For $20,000 they break your legs. Axel Freed owes $44,000.",7,21,James Caan,2,Paul Sorvino,2,Lauren Hutton,1,Morris Carnovsky,2,Jacqueline Brookes,1,Karel Reisz,2,Irwin Winkler,none,none
Hugo,2011,180000000,73864507,106183277,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,126,170000000,Adventure|Drama|Family,tt0970179,en,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",4.141411,Paramount Pictures,France,22/11/2011,185770160,126,English,One of the most legendary directors of our time takes you on an extraordinary adventure.,7,1970,Ben Kingsley,2,Sacha Baron Cohen,2,Asa Butterfield,2,ChloÃ« Grace Moretz,1,Ray Winstone,2,Martin Scorsese,2,Johnny Depp,John Logan,Thelma Schoonmaker
Battleship,2011,209000000,65233400,239984828,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,130,209000000,Thriller|Action|Adventure|Science Fiction,tt1440129,en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",3.642847,Universal Pictures,United States of America,11/4/2012,303025485,131,English,The Battle for Earth Begins at Sea,5.5,2009,Taylor Kitsch,2,Alexander SkarsgÃ¥rd,2,Rihanna,1,Brooklyn Decker,1,Tadanobu Asano,2,Peter Berg,2,Sarah Aubrey,Erich Hoeber,Colby Parker Jr.
Rango,2011,135000000,123257581,122246993,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,107,135000000,Animation|Comedy|Family|Western|Adventure,tt1192628,en,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",2.710993,Paramount Pictures,United States of America,2/3/2011,245724603,107,English,Heroes come in all different colors.,6.5,1907,Johnny Depp,2,Isla Fisher,1,Ned Beatty,2,Bill Nighy,2,Alfred Molina,2,Gore Verbinski,2,John B. Carls,none,none
Green Lantern,2011,200000000,116601172,102934320,PG-13,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Action,0,113,200000000,Adventure|Action|Thriller|Science Fiction,tt1133985,en,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",3.770093,De Line Pictures,United States of America,16/06/2011,219851172,114,English,"In our darkest hour, there will be light.",5.1,2317,Ryan Reynolds,2,Blake Lively,1,Peter Sarsgaard,2,Tim Robbins,2,Mark Strong,2,Martin Campbell,2,Donald De Line,Michael Goldenberg,none
Battle: Los Angeles,2010,70000000,83552429,129911547,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,116,70000000,Action|Science Fiction,tt1217613,en,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",2.38173,Columbia Pictures,United States of America,8/3/2011,202466756,116,English,It's not war. It's survival.,5.5,1383,Aaron Eckhart,2,RamÃ³n RodrÃ­guez,2,Will Rothhaar,2,Cory Hardrict,2,Jim Parrack,2,Jonathan Liebesman,0,Jeffrey Chernov,none,Christian Wagner
For Colored Girls,2010,21000000,37729698,288175,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,134,0,Drama,tt1405500,en,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",0.292189,Lions Gate Films,United States of America,5/11/2010,37000000,134,English,Many voices. One poem.,6.8,20,Kimberly Elise,1,Janet Jackson,1,Loretta Devine,1,Thandie Newton,1,Anika Noni Rose,1,Tyler Perry,2,Paul Hall,Tyler Perry,none
There Be Dragons,2011,36000000,1069334,2951656,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,120,0,Drama,tt1316616,en,"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.While researching the life of Josemaria Escriva, the controversial founder of Opus Dei, the young journalist Robert uncovers hidden stories of his estranged father Manolo, and is taken on a journey through the dark, terrible secrets of his family’s past.",1.161756,none,none,25/03/2011,0,112,English,,5.8,25,Charlie Cox,2,Dougray Scott,2,Wes Bentley,2,Rodrigo Santoro,2,Jordi MollÃ ,2,Roland JoffÃ©,0,none,Roland JoffÃ©,none
Conviction,2010,12500000,6797696,5029284,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,96,12500000,Drama,tt1244754,en,"When Betty Anne Waters' older brother Kenny is arrested for murder and sentenced to life in 1983, Betty Anne, a Massachusetts wife and mother of two, dedicates her life to overturning the murder conviction. Convinced that her brother is innocent, Betty Anne puts herself through high school, college and, finally, law school in an 18 year quest to free Kenny. With the help of best friend Abra Rice, Betty Anne pores through suspicious evidence mounted by small town cop Nancy Taylor, meticulously retracing the steps that led to Kenny's arrest. Belief in her brother - and her quest for the truth - pushes Betty Anne and her team to uncover the facts and utilize DNA evidence with the hope of exonerating Kenny.",1.463319,Oceana Media Finance,United States of America,11/9/2010,6732980,107,English,An extraordinary journey of how far we go to fight for our family.,7,176,Hilary Swank,1,Sam Rockwell,2,Minnie Driver,1,Bailee Madison,1,Loren Dean,2,Tony Goldwyn,2,Tony Goldwyn,Pamela Gray,Jay Cassidy
A Little Bit of Heaven,2010,12500000,10011,1090276,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,108,0,Comedy|Drama|Romance,tt1440161,en,"It's a comedy about a guarded woman who finds out she's dying of cancer, but when she meets her match, the threat of falling in love is scarier than death",0.705502,Davis Entertainment,United States of America,3/2/2011,1296937,106,English,Life starts now.,6.2,194,Kate Hudson,1,Gael GarcÃ­a Bernal,2,Romany Malco,2,Kathy Bates,1,Lucy Punch,1,Nicole Kassell,1,Neil Sacker,none,none
The Hangover Part II,2011,80000000,254464305,332000000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102,80000000,Comedy,tt1411697,en,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",4.54826,Legendary Pictures,United States of America,25/05/2011,254455986,102,English,The Wolfpack Is Back,6.1,3487,Bradley Cooper,2,Ed Helms,2,Zach Galifianakis,2,Justin Bartha,2,Ken Jeong,2,Todd Phillips,2,Steve Bing,Scot Armstrong,none
Country Strong,2010,15000000,20218921,383066,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120,15000000,Drama|Romance,tt1555064,en,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",1.873523,Maguire Entertainment,United States of America,22/12/2010,20529194,117,English,It doesn't matter where you've been as long as you come back strong.,5.9,79,Gwyneth Paltrow,1,Garrett Hedlund,2,Tim McGraw,2,Leighton Meester,1,Marshall Chapman,1,Shana Feste,0,George Flynn,none,Carol Littleton
The Fighter,2010,11000000,93617009,35645379,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,115,25000000,Drama,tt0964517,en,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",2.138258,Paramount Pictures,United States of America,17/12/2010,93617009,116,English,Every dream deserves a fighting chance.,7.2,1405,Mark Wahlberg,2,Christian Bale,2,Amy Adams,1,Melissa Leo,1,Mickey O'Keefe,0,David O. Russell,2,Mark Wahlberg,Scott Silver,Pamela Martin
Casino Jack,2010,12500000,2039869,232317,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0,108,12500000,Crime|Comedy|Drama,tt1194417,en,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",1.160644,An Olive Branch Productions,Canada,16/09/2010,1083683,108,English,Honor. Integrity. Principles. Everything is negotiable.,6,91,Kevin Spacey,2,Kelly Preston,1,Hannah Endicott-Douglas,1,Rachelle Lefevre,1,Barry Pepper,2,George Hickenlooper,2,none,none,none
Machine Gun Preacher,2010,30000000,538690,3183298,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,123,30000000,Action|Thriller|Crime,tt1586752,en,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",1.171322,Mpower Pictures,United States of America,23/09/2011,2527904,129,???????,Hope is the greatest weapon of all,6.3,269,Gerard Butler,2,Michelle Monaghan,1,Kathy Baker,1,Richard Goteri,0,Peter Carey,0,Marc Forster,2,Robbie Brenner,Jason Keller,Matt Chesse
Source Code,2010,32000000,54712227,85716272,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93,32000000,Thriller|Science Fiction|Mystery,tt0945513,en,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",4.41211,The Mark Gordon Company,Canada,30/03/2011,147332697,93,English,Make Every Second Count,7.1,2501,Jake Gyllenhaal,2,Michelle Monaghan,1,Vera Farmiga,1,Russell Peters,2,Michael Arden,2,Duncan Jones,2,Mark Gordon,none,Paul Hirsch
Moana,2016,150000000,248757044,390780164,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,113,0,Drama|TV Movie,tt1465102,it,"The life story of Italian iconic pornographic actress Moana Pozzi. The actress Ilona Staller sued the production of the film for the unauthorized use of the character ""Cicciolina"", of which she owned the rights.",0.531473,Sky Italia,Italy,1/11/2009,0,181,Italiano,,7.2,9,Violante Placido,1,Giorgia Wurth,1,Elena Bouryka,0,Michele Venitucci,0,Gaetano Amato,0,Alfredo Peyretti,0,none,none,none
Biutiful,2010,35000000,5101237,19586287,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,138,0,Drama,tt1164999,es,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",0.957396,Ikiru Films,Mexico,20/10/2010,25147786,148,??? / ???,"You don't choose your family. We all belong to somebody, but to belong to Uxbal and Marambra, is both a blessing and a curse.",7,269,Javier Bardem,2,Maricel Ãlvarez,0,Hanaa Bouchaib,1,Guillermo Estrella,0,Eduard FernÃ¡ndez,2,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,2,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Stephen Mirrione
All Good Things,2010,20000000,582024,291593,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,101,0,Drama|Mystery|Thriller|Crime|Romance,tt1175709,en,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",1.781303,The Weinstein Company,United States of America,3/12/2010,0,101,English,The perfect love story. Until it became the perfect crime.,5.9,277,Kirsten Dunst,1,Ryan Gosling,2,Kristen Wiig,1,Frank Langella,2,Lily Rabe,1,Andrew Jarecki,2,none,Marcus Hinchey,none
The Warrior's Way,2010,42000000,5666340,2847985,R,Historical Fiction,Original Screenplay,Live Action,Western,0,100,42000000,Adventure|Fantasy|Action|Western|Thriller,tt1032751,en,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush.",1.29338,Boram Entertainment Inc.,New Zealand,2/12/2010,11087569,100,English,Assassin. Hero. Legend.,6.4,130,Kate Bosworth,1,Jang Dong-gun,0,Geoffrey Rush,2,Danny Huston,2,Ti Lung,2,Sngmoo Lee,2,Lee Joo-Ick,none,Jonathan Woodford-Robinson
Barney's Version,2009,30000000,7502560,1343015,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,132,30000000,Comedy|Drama,tt1423894,en,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",1.663467,Serendipity Point Films,Canada,26/10/2010,8454301,134,English,First he got married. Then he got married again. Then he met the love of his life.,7.2,122,Paul Giamatti,2,Dustin Hoffman,2,Rosamund Pike,1,Minnie Driver,1,Rachelle Lefevre,1,Richard J. Lewis,2,Robert Lantos,Michael Konyves,Susan Shipton
Drive Angry,2010,50000000,10721033,30321550,R,Fantasy,Original Screenplay,Live Action,Action,0,104,50000000,Fantasy|Thriller|Action|Crime,tt1502404,en,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",2.129556,Summit Entertainment,United States of America,24/02/2011,28931401,105,English,One hell of a ride.,5.3,567,Nicolas Cage,2,Amber Heard,1,William Fichtner,2,Billy Burke,2,David Morse,2,Patrick Lussier,0,Michael De Luca,none,Patrick Lussier
The Immigrant,2013,16000000,2013456,5571555,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,120,0,Comedy|Drama,tt0008133,en,Charlie is an immigrant who endures a challenging voyage and gets into trouble as soon as he arrives in America.,0.456098,Mutual Film Company,United States of America,17/06/1917,0,20,English,"""The Tramp"" arrives in New York",7.4,51,Charlie Chaplin,2,Edna Purviance,1,Eric Campbell,2,Albert Austin,2,Henry Bergman,2,Charlie Chaplin,2,Charlie Chaplin,none,Charlie Chaplin
Independence Day: Resurgence,2015,165000000,103144286,284500000,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,119,165000000,Action|Adventure|Science Fiction,tt1628841,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",5.883661,Twentieth Century Fox Film Corporation,United States of America,22/06/2016,389681935,120,English,We had twenty years to prepare. So did they.,4.9,2340,Liam Hemsworth,2,Jeff Goldblum,2,Bill Pullman,2,Maika Monroe,1,Sela Ward,1,Roland Emmerich,2,Harald Kloser,Roland Emmerich,Adam Wolfe
A Good Day to Die Hard,2012,92000000,67349198,236900000,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,98,92000000,Action|Thriller,tt1606378,en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",3.421615,Ingenious Media,United States of America,6/2/2013,304654182,98,English,Yippee Ki-Yay Mother Russia,5.2,3388,Bruce Willis,2,Jai Courtney,2,Sebastian Koch,2,Mary Elizabeth Winstead,1,Yuliya Snigir,0,John Moore,2,Alex Young,Skip Woods,Dan Zimmerman
xXx: Return of Xander Cage,2016,85000000,44898413,300216520,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,110,85000000,Action|Adventure|Crime,tt1293847,en,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",9.224387,Paramount Pictures,United States of America,13/01/2017,346302504,107,English,"There are no more patriots, just rebels and tyrants.",5.5,1298,Vin Diesel,2,Ice Cube,2,Samuel L. Jackson,2,Toni Collette,1,Ruby Rose,1,D.J. Caruso,2,Neal H. Moritz,none,none
Les petits mouchoirs,2011,25000000,205505,48325382,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,154,25000000,Comedy|Drama,tt1440232,fr,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",1.764914,M6 Films,France,20/10/2010,48531470,154,Français,,7.1,344,FranÃ§ois Cluzet,0,Marion Cotillard,1,BenoÃ®t Magimel,2,Gilles Lellouche,2,Jean Dujardin,2,Guillaume Canet,2,Alain Attal,none,HervÃ© de Luze
The Cold Light of Day,2011,20000000,3763583,21597623,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93,0,Drama|Thriller,tt0110125,en,A troubled detective befriends a single woman and her daughter with the intention of using them as bait for a serial killer.,0.2176,Meteor Film Productions,Germany,20/08/1996,0,101,English,,6,1,Richard E. Grant,2,Lynsey Baxter,1,Perdita Weeks,1,Simon Cadell,2,Thom Hoffman,0,Rudolf van den Berg,0,Haig Balian,none,none
